rho,mu,method,overlap1,overlap1_std,overlap2,overlap2_std,sum,sum_std
0.0,0.2101010101010101,A,0.19686014096857712,0.009187508301392066,0.839667913619738,0.0029976938804623507,0.5182640272941575,0.0035347550065206726
0.0,0.2101010101010101,B,0.9005503619344225,0.0004977267819430083,0.08723418670039852,0.004561751064130913,0.4938922743174105,0.0022132123876356232
0.0,0.2101010101010101,naive,0.8776116639916534,0.0008385195831401323,0.10792676968143705,0.005557589168343413,0.49276921683654523,0.002629192294266967
0.0,0.21414141414141413,A,0.20140865842010014,0.009288465985960958,0.8359832323404717,0.0047481302122335,0.518695945380286,0.0034781955864108052
0.0,0.21414141414141413,B,0.9016893835874918,0.0004892814622614341,0.08034760238558623,0.003971369893966881,0.4910184929865391,0.0019221412291983726
0.0,0.21414141414141413,naive,0.8762514953656386,0.0008905524563214048,0.10739028549087204,0.00529766008185473,0.4918208904282554,0.0024518136145301305
0.0,0.21818181818181817,A,0.21240106094719116,0.010030504463253652,0.8321525475523578,0.003673511979158772,0.5222768042497745,0.003651725681519957
0.0,0.21818181818181817,B,0.9040021911114638,0.00047099397856886457,0.07393885179993007,0.0038630613470515877,0.48897052145569686,0.0018829777608249756
0.0,0.21818181818181817,naive,0.8783020476968815,0.0008156458615995078,0.09652050408174365,0.005132308780575765,0.48741127588931266,0.002409352134740908
0.0,0.2222222222222222,A,0.23950274202267396,0.011368762088689918,0.8208708895665583,0.004536098424952277,0.5301868157946161,0.004071664965192137
0.0,0.2222222222222222,B,0.9045158696511457,0.0004674689595819655,0.0744181024234641,0.004343765395247673,0.4894669860373049,0.002127108891549103
0.0,0.2222222222222222,naive,0.8772947908456721,0.0008289111650635869,0.09960551143307061,0.0055581472096101,0.4884501511393713,0.0026329190183268522
0.0,0.22626262626262628,A,0.2778690779320689,0.011947808399814748,0.8065718812930921,0.005501274337230403,0.5422204796125805,0.0037951144581798973
0.0,0.22626262626262628,B,0.9064176928279681,0.00048125831304071204,0.07763840708067538,0.004180607018032217,0.49202804995432176,0.0020332294896720695
0.0,0.22626262626262628,naive,0.8772690537564,0.0008725040245064216,0.10410927492422965,0.005625867455658662,0.4906891643403148,0.0026009102896298684
0.0,0.23030303030303031,A,0.3268388320419622,0.012770974171578107,0.7758793781376956,0.008895309138247057,0.5513591050898289,0.003803401016556498
0.0,0.23030303030303031,B,0.9073223250455347,0.000472157285209419,0.07441164995880799,0.003909579303835647,0.49086698750217134,0.0019026524287829025
0.0,0.23030303030303031,naive,0.8770453162932533,0.0009165877568814201,0.10415182303947404,0.005289329719920231,0.4905985696663637,0.0024103040799188934
0.0,0.23434343434343435,A,0.3716124642638023,0.0132439002602476,0.7547371787442333,0.009186590751987569,0.5631748215040178,0.0036969141838307266
0.0,0.23434343434343435,B,0.909634231619409,0.00043467372598371965,0.07743142265968342,0.004088022651487246,0.49353282713954627,0.0019999950920469964
0.0,0.23434343434343435,naive,0.8781256857964895,0.0009532865026462612,0.10702968052500005,0.005844772484038903,0.49257768316074485,0.0026910814366774547
0.0,0.2383838383838384,A,0.40424160233261786,0.014872924210132012,0.719997148074923,0.011497343096660796,0.5621193752037704,0.003809171712283268
0.0,0.2383838383838384,B,0.9104852810669574,0.0004411806997758946,0.06684689652138567,0.0038132958297548455,0.48866608879417156,0.0018582018861373175
0.0,0.2383838383838384,naive,0.8788292661298333,0.0008837192195097605,0.09712239129145901,0.005394601507134156,0.4879758287106462,0.0024975442036362914
0.0,0.24242424242424243,A,0.4760106948720601,0.013995161587894659,0.6778103231579345,0.01287559382163828,0.5769105090149974,0.003741525731389734
0.0,0.24242424242424243,B,0.9107879581645187,0.0004539239140775856,0.08108572455959777,0.00406953789324761,0.49593684136205823,0.002002455849365291
0.0,0.24242424242424243,naive,0.8761486020170043,0.0009600362391857689,0.11980113920533551,0.005583349822371792,0.4979748706111698,0.0025795685451056737
0.0,0.24646464646464647,A,0.4943402368376073,0.015381860750580604,0.6531552436394944,0.013211216456510542,0.5737477402385508,0.003926703740734174
0.0,0.24646464646464647,B,0.9124314134481204,0.00042993118072155137,0.07487873280136208,0.003748164069977674,0.4936550731247412,0.0018512999850649968
0.0,0.24646464646464647,naive,0.8772914839653528,0.0008642491543991591,0.10899720535370318,0.005537504377761962,0.493144344659528,0.0026128510838522964
0.0,0.2505050505050505,A,0.5890200072645753,0.01291389083306125,0.5587762336388686,0.015602733704279085,0.573898120451722,0.004021940039307537
0.0,0.2505050505050505,B,0.9136130149603784,0.0003945194413251572,0.06864244067989093,0.0034985815395344195,0.49112772782013464,0.0017084411993232046
0.0,0.2505050505050505,naive,0.8778944498223764,0.0008279834638517041,0.10398198130815046,0.005365617913319972,0.49093821556526335,0.002472177254335491
0.0,0.2545454545454545,A,0.6242680999631569,0.012679280626591452,0.5290178579630832,0.014822765474530115,0.57664297896312,0.003695851191796025
0.0,0.2545454545454545,B,0.9138854841098402,0.0004144019432435108,0.07199558301517373,0.0037821150303748133,0.49294053356250694,0.0018601807308556363
0.0,0.2545454545454545,naive,0.877663608820111,0.0008374161714762234,0.11018094812760573,0.005562828228369978,0.4939222784738584,0.002619053316846776
0.0,0.2585858585858586,A,0.6495444093835258,0.012434758320661883,0.4894315542319154,0.01571937138515574,0.5694879818077205,0.0041349117830325145
